age,gender,height,weight,activity,bmr,tdee,calorie_needs,protein,fat,carbs
26,M,168,118,Moderate,2328,3608,3608,271,100,406
78,M,158,82,Sedentary,1502,1802,1802,135,50,203
74,M,190,71,Light,1531,2105,2105,158,58,237
28,M,198,47,Active,1509,2603,2603,195,72,293
45,M,187,107,Very Active,2164,4112,4112,308,114,463
61,M,152,54,Sedentary,1195,1434,1434,108,40,161
68,M,190,46,Light,1230,1691,1691,127,47,190
71,F,166,57,Light,1182,1625,1625,122,45,183
38,F,174,61,Light,1386,1906,1906,143,53,214
58,F,161,46,Sedentary,1121,1345,1345,101,37,151
30,M,157,46,Active,1288,2222,2222,167,62,250
69,M,152,66,Light,1310,1801,1801,135,50,203
52,M,195,52,Very Active,1426,2709,2709,203,75,305
36,F,171,65,Very Active,1423,2704,2704,203,75,304
79,F,176,102,Very Active,1594,3029,3029,227,84,341
28,M,183,110,Active,2281,3935,3935,295,109,443
56,M,190,78,Very Active,1727,3281,3281,246,91,369
75,M,170,64,Sedentary,1336,1603,1603,120,45,180
32,M,158,65,Active,1536,2650,2650,199,74,298
53,F,180,74,Light,1460,2008,2008,151,56,226
63,F,199,108,Moderate,1790,2774,2774,208,77,312
77,M,176,116,Moderate,2050,3178,3178,238,88,358
60,M,193,98,Very Active,1987,3775,3775,283,105,425
63,M,181,50,Light,1269,1745,1745,131,48,196
26,M,153,51,Sedentary,1358,1630,1630,122,45,183
75,F,154,79,Active,1330,2294,2294,172,64,258
34,M,172,51,Sedentary,1404,1685,1685,126,47,190
26,M,192,118,Light,2443,3359,3359,252,93,378
52,M,170,93,Sedentary,1855,2226,2226,167,62,250
54,M,200,98,Light,2055,2826,2826,212,78,318
48,F,175,73,Moderate,1457,2258,2258,169,63,254
76,M,151,112,Moderate,1882,2917,2917,219,81,328
58,F,152,86,Sedentary,1463,1756,1756,132,49,198
19,F,195,57,Moderate,1497,2320,2320,174,64,261
74,F,155,68,Active,1236,2132,2132,160,59,240
67,M,159,104,Very Active,1864,3542,3542,266,98,398
37,F,173,91,Moderate,1665,2581,2581,194,72,290
42,F,161,81,Active,1514,2612,2612,196,73,294
27,F,191,80,Very Active,1662,3158,3158,237,88,355
67,F,191,120,Sedentary,1859,2231,2231,167,62,251
23,F,199,72,Light,1630,2241,2241,168,62,252
47,F,160,108,Moderate,1738,2694,2694,202,75,303
29,F,172,102,Very Active,1798,3416,3416,256,95,384
60,F,184,94,Very Active,1627,3091,3091,232,86,348
23,F,172,115,Light,1944,2673,2673,200,74,301
66,F,151,83,Moderate,1397,2165,2165,162,60,244
44,F,192,71,Moderate,1508,2337,2337,175,65,263
60,M,187,86,Active,1797,3100,3100,232,86,349
19,F,182,50,Very Active,1392,2645,2645,198,73,298
27,F,200,76,Light,1653,2273,2273,170,63,256
65,F,168,104,Light,1648,2266,2266,170,63,255
55,F,183,95,Sedentary,1655,1986,1986,149,55,223
27,M,196,107,Moderate,2309,3579,3579,268,99,403
61,M,165,65,Moderate,1405,2178,2178,163,60,245
35,F,171,47,Active,1260,2174,2174,163,60,245
18,F,168,88,Very Active,1704,3238,3238,243,90,364
66,M,185,99,Sedentary,1928,2314,2314,174,64,260
45,F,168,96,Moderate,1661,2575,2575,193,72,290
74,F,168,119,Light,1748,2404,2404,180,67,270
51,M,159,79,Light,1620,2228,2228,167,62,251
68,F,165,101,Sedentary,1598,1918,1918,144,53,216
64,M,189,74,Active,1623,2800,2800,210,78,315
66,M,183,98,Very Active,1905,3620,3620,272,101,407
65,M,169,89,Very Active,1723,3274,3274,246,91,368
47,F,164,112,Active,1788,3084,3084,231,86,347
40,M,182,114,Light,2262,3110,3110,233,86,350
21,M,198,108,Light,2366,3253,3253,244,90,366
19,M,166,102,Very Active,2144,4074,4074,306,113,458
21,F,172,111,Moderate,1916,2970,2970,223,82,334
69,F,183,65,Sedentary,1317,1580,1580,118,44,178
31,M,169,120,Moderate,2331,3613,3613,271,100,406
55,F,187,53,Very Active,1279,2430,2430,182,68,273
41,F,183,105,Moderate,1808,2802,2802,210,78,315
44,F,181,86,Sedentary,1613,1936,1936,145,54,218
18,M,198,98,Moderate,2249,3486,3486,261,97,392
52,F,166,59,Light,1282,1763,1763,132,49,198
26,F,154,100,Sedentary,1737,2084,2084,156,58,234
44,M,173,88,Very Active,1848,3511,3511,263,98,395
41,F,179,63,Light,1407,1935,1935,145,54,218
57,F,165,85,Light,1498,2060,2060,154,57,232
80,F,194,64,Moderate,1294,2006,2006,150,56,226
78,F,164,109,Very Active,1626,3089,3089,232,86,348
25,F,200,109,Moderate,1967,3049,3049,229,85,343
60,M,156,79,Very Active,1555,2954,2954,222,82,332
22,M,167,109,Moderate,2225,3449,3449,259,96,388
34,M,180,80,Sedentary,1831,2197,2197,165,61,247
46,F,186,55,Sedentary,1333,1600,1600,120,44,180
38,M,192,108,Very Active,2241,4258,4258,319,118,479
77,F,161,62,Active,1186,2046,2046,153,57,230
41,M,184,111,Moderate,2226,3450,3450,259,96,388
66,M,191,78,Very Active,1675,3182,3182,239,88,358
57,M,197,88,Sedentary,1889,2267,2267,170,63,255
49,F,189,92,Moderate,1672,2592,2592,194,72,292
34,F,186,46,Moderate,1302,2018,2018,151,56,227
22,M,153,80,Very Active,1769,3361,3361,252,93,378
60,F,165,99,Sedentary,1614,1937,1937,145,54,218
47,M,150,120,Very Active,2149,4083,4083,306,113,459
34,F,183,56,Light,1385,1904,1904,143,53,214
76,F,155,69,Active,1237,2134,2134,160,59,240
23,F,189,106,Very Active,1914,3637,3637,273,101,409
42,F,190,94,Moderate,1724,2672,2672,200,74,301
30,F,158,90,Light,1639,2254,2254,169,63,254
35,F,158,91,Active,1627,2807,2807,211,78,316
22,F,159,45,Light,1261,1734,1734,130,48,195
20,F,176,72,Moderate,1572,2437,2437,183,68,274
63,F,195,107,Active,1768,3050,3050,229,85,343
57,M,173,70,Active,1533,2644,2644,198,73,297
52,F,156,108,Moderate,1704,2641,2641,198,73,297
68,F,187,86,Moderate,1528,2368,2368,178,66,266
67,F,189,64,Sedentary,1335,1602,1602,120,44,180
54,F,181,49,Very Active,1228,2333,2333,175,65,262
56,F,166,61,Active,1283,2213,2213,166,61,249
70,F,164,119,Sedentary,1753,2104,2104,158,58,237
31,F,159,52,Sedentary,1287,1544,1544,116,43,174
25,F,184,61,Moderate,1473,2283,2283,171,63,257
32,M,160,82,Very Active,1773,3369,3369,253,94,379
44,F,166,81,Sedentary,1520,1824,1824,137,51,205
41,M,165,88,Sedentary,1826,2191,2191,164,61,246
57,M,153,52,Very Active,1196,2272,2272,170,63,256
73,M,191,106,Light,2011,2765,2765,207,77,311
54,M,177,104,Light,2025,2784,2784,209,77,313
37,M,184,45,Very Active,1364,2592,2592,194,72,292
35,F,154,105,Very Active,1744,3314,3314,249,92,373
39,M,160,91,Sedentary,1854,2225,2225,167,62,250
69,F,180,111,Very Active,1733,3293,3293,247,91,370
26,M,199,89,Sedentary,2088,2506,2506,188,70,282
48,F,166,112,Moderate,1790,2774,2774,208,77,312
42,F,195,50,Active,1332,2298,2298,172,64,259
76,M,154,94,Moderate,1655,2565,2565,192,71,289
42,M,182,109,Moderate,2184,3385,3385,254,94,381
42,F,174,86,Active,1600,2760,2760,207,77,310
64,M,166,116,Active,2076,3581,3581,269,99,403
51,F,197,114,Sedentary,1891,2269,2269,170,63,255
38,M,178,105,Very Active,2134,4055,4055,304,113,456
37,M,159,116,Light,2195,3018,3018,226,84,340
69,M,178,75,Very Active,1556,2956,2956,222,82,333
49,M,171,109,Active,2091,3607,3607,271,100,406
32,M,170,53,Light,1433,1970,1970,148,55,222
38,M,153,56,Active,1357,2341,2341,176,65,263
69,M,174,95,Light,1804,2480,2480,186,69,279
59,M,170,64,Light,1427,1962,1962,147,54,221
27,M,154,118,Moderate,2255,3495,3495,262,97,393
75,F,153,58,Sedentary,1133,1360,1360,102,38,153
61,F,177,98,Very Active,1638,3112,3112,233,86,350
27,M,172,70,Light,1698,2335,2335,175,65,263
77,F,194,49,Active,1168,2015,2015,151,56,227
39,F,177,52,Very Active,1308,2485,2485,186,69,280
50,F,158,115,Very Active,1784,3390,3390,254,94,381
67,M,161,109,Moderate,1941,3009,3009,226,84,339
57,M,191,60,Very Active,1485,2822,2822,212,78,317
24,M,194,66,Light,1767,2430,2430,182,68,273
74,F,159,111,Very Active,1646,3127,3127,235,87,352
48,M,185,107,Very Active,2137,4060,4060,304,113,457
34,F,187,79,Moderate,1610,2496,2496,187,69,281
19,M,160,97,Active,2048,3533,3533,265,98,397
44,F,181,118,Light,1909,2625,2625,197,73,295
80,M,199,112,Active,2090,3605,3605,270,100,406
67,F,195,101,Very Active,1696,3222,3222,242,90,362
51,M,152,108,Light,1975,2716,2716,204,75,306
30,M,197,75,Light,1868,2568,2568,193,71,289
45,M,160,95,Sedentary,1873,2248,2248,169,62,253
47,F,199,99,Very Active,1776,3374,3374,253,94,380
73,F,158,48,Light,1065,1464,1464,110,41,165
37,F,179,87,Active,1646,2839,2839,213,79,319
30,M,161,57,Sedentary,1454,1745,1745,131,48,196
29,M,186,53,Sedentary,1526,1831,1831,137,51,206
48,M,197,93,Active,2007,3462,3462,260,96,389
68,F,153,103,Active,1580,2726,2726,204,76,307
64,F,156,64,Active,1246,2149,2149,161,60,242
36,M,182,105,Moderate,2164,3354,3354,252,93,377
68,M,151,117,Very Active,1994,3789,3789,284,105,426
63,M,177,84,Very Active,1705,3240,3240,243,90,364
50,M,150,94,Active,1784,3077,3077,231,85,346
38,M,156,116,Light,2175,2991,2991,224,83,336
63,M,154,80,Light,1542,2120,2120,159,59,238
19,M,196,80,Very Active,1993,3787,3787,284,105,426
40,M,152,79,Very Active,1649,3133,3133,235,87,352
41,F,158,103,Moderate,1712,2654,2654,199,74,299
75,M,177,50,Sedentary,1182,1418,1418,106,39,160
51,F,180,75,Light,1478,2032,2032,152,56,229
29,M,155,64,Light,1525,2097,2097,157,58,236
38,M,153,78,Moderate,1652,2561,2561,192,71,288
68,M,152,72,Sedentary,1396,1675,1675,126,47,188
27,M,156,106,Very Active,2104,3998,3998,300,111,450
26,F,159,53,Moderate,1318,2043,2043,153,57,230
20,M,172,81,Light,1885,2592,2592,194,72,292
37,M,192,57,Sedentary,1563,1876,1876,141,52,211
55,F,176,104,Moderate,1716,2660,2660,200,74,299
33,M,166,51,Very Active,1381,2624,2624,197,73,295
49,M,170,68,Very Active,1537,2920,2920,219,81,328
61,M,150,115,Light,2003,2754,2754,207,76,310
39,F,178,74,Sedentary,1514,1817,1817,136,50,204
53,M,186,92,Moderate,1913,2965,2965,222,82,334
32,F,183,97,Light,1773,2438,2438,183,68,274
37,M,175,63,Active,1562,2694,2694,202,75,303
33,M,166,102,Active,2064,3560,3560,267,99,400
35,F,184,66,Light,1476,2030,2030,152,56,228
58,F,166,58,Sedentary,1247,1496,1496,112,42,168
30,F,153,114,Active,1846,3184,3184,239,88,358
36,F,179,81,Active,1595,2751,2751,206,76,309
69,F,158,66,Very Active,1249,2373,2373,178,66,267
20,F,190,73,Sedentary,1625,1950,1950,146,54,219
38,M,179,84,Sedentary,1857,2228,2228,167,62,251
19,F,196,72,Light,1638,2252,2252,169,63,253
48,F,166,61,Sedentary,1318,1582,1582,119,44,178
60,M,195,69,Light,1608,2211,2211,166,61,249
30,M,182,62,Very Active,1622,3082,3082,231,86,347
56,M,159,62,Moderate,1364,2114,2114,159,59,238
76,M,154,57,Very Active,1160,2204,2204,165,61,248
25,M,192,97,Sedentary,2167,2600,2600,195,72,292
32,M,159,105,Moderate,2076,3218,3218,241,89,362
76,F,187,70,Light,1345,1849,1849,139,51,208
73,F,188,100,Sedentary,1639,1967,1967,148,55,221
48,M,179,65,Sedentary,1546,1855,1855,139,52,209
33,F,196,66,Moderate,1522,2359,2359,177,66,265
54,F,190,58,Light,1339,1841,1841,138,51,207
61,F,197,73,Very Active,1469,2791,2791,209,78,314
78,M,169,71,Sedentary,1408,1690,1690,127,47,190
51,M,154,111,Light,2025,2784,2784,209,77,313
57,F,181,96,Active,1649,2845,2845,213,79,320
30,M,153,118,Active,2233,3852,3852,289,107,433
56,F,176,87,Active,1555,2682,2682,201,74,302
24,M,151,118,Active,2258,3895,3895,292,108,438
41,M,162,57,Moderate,1397,2165,2165,162,60,244
45,F,151,112,Light,1756,2414,2414,181,67,272
35,F,195,120,Light,2010,2764,2764,207,77,311
66,M,175,68,Moderate,1465,2271,2271,170,63,255
56,M,175,57,Very Active,1374,2611,2611,196,73,294
76,M,169,117,Light,2035,2798,2798,210,78,315
73,F,182,45,Sedentary,1111,1333,1333,100,37,150
42,M,155,84,Active,1719,2965,2965,222,82,334
30,F,166,64,Light,1424,1958,1958,147,54,220
76,M,166,49,Moderate,1110,1720,1720,129,48,194
63,M,186,82,Moderate,1722,2669,2669,200,74,300
34,F,162,80,Moderate,1542,2390,2390,179,66,269
40,M,161,108,Very Active,2081,3954,3954,297,110,445
31,F,168,67,Active,1453,2506,2506,188,70,282
23,M,173,87,Sedentary,1954,2345,2345,176,65,264
57,M,195,56,Light,1451,1995,1995,150,55,224
79,M,181,48,Very Active,1152,2189,2189,164,61,246
36,M,187,99,Moderate,2108,3267,3267,245,91,368
68,M,154,117,Light,2009,2762,2762,207,77,311
73,M,161,102,Light,1813,2493,2493,187,69,280
54,F,154,80,Sedentary,1431,1717,1717,129,48,193
58,M,188,94,Moderate,1921,2978,2978,223,83,335
33,F,192,64,Moderate,1491,2311,2311,173,64,260
45,M,154,51,Active,1255,2165,2165,162,60,244
50,M,178,96,Sedentary,1945,2334,2334,175,65,263
33,M,181,63,Light,1614,2219,2219,166,62,250
63,F,173,118,Active,1802,3108,3108,233,86,350
65,F,166,77,Light,1392,1914,1914,144,53,215
50,F,151,112,Light,1735,2386,2386,179,66,268
24,F,185,106,Active,1897,3272,3272,245,91,368
49,F,161,119,Sedentary,1835,2202,2202,165,61,248
52,M,161,68,Active,1477,2548,2548,191,71,287
18,F,181,73,Sedentary,1605,1926,1926,144,54,217
30,M,154,103,Moderate,2037,3157,3157,237,88,355
19,F,159,91,Very Active,1699,3228,3228,242,90,363
24,F,175,116,Sedentary,1958,2350,2350,176,65,264
18,M,175,48,Light,1469,2020,2020,152,56,227
77,M,183,82,Sedentary,1628,1954,1954,147,54,220
36,F,182,63,Light,1438,1977,1977,148,55,222
73,M,189,85,Active,1720,2967,2967,223,82,334
73,F,163,52,Active,1117,1927,1927,145,54,217
67,F,154,62,Active,1208,2084,2084,156,58,234
78,M,167,76,Very Active,1465,2784,2784,209,77,313
58,F,151,101,Moderate,1598,2477,2477,186,69,279
66,F,191,98,Moderate,1660,2573,2573,193,71,289
50,F,152,73,Sedentary,1377,1652,1652,124,46,186
36,M,161,89,Light,1849,2542,2542,191,71,286
22,F,198,72,Sedentary,1632,1958,1958,147,54,220
75,M,172,92,Moderate,1721,2668,2668,200,74,300
64,M,152,107,Sedentary,1888,2266,2266,170,63,255
73,F,165,104,Active,1604,2767,2767,208,77,311
78,M,198,113,Light,2110,2901,2901,218,81,326
73,F,185,56,Light,1222,1680,1680,126,47,189
24,F,164,107,Sedentary,1841,2209,2209,166,61,249
77,M,200,119,Light,2205,3032,3032,227,84,341
74,M,151,94,Light,1652,2272,2272,170,63,256
48,F,183,49,Active,1260,2174,2174,163,60,245
79,F,195,52,Very Active,1190,2261,2261,170,63,254
45,M,162,83,Active,1722,2970,2970,223,82,334
29,F,157,115,Active,1872,3229,3229,242,90,363
74,F,159,116,Active,1692,2919,2919,219,81,328
71,F,179,119,Very Active,1795,3410,3410,256,95,384
44,M,162,73,Active,1594,2750,2750,206,76,309
45,F,176,108,Very Active,1797,3414,3414,256,95,384
18,F,176,83,Moderate,1682,2607,2607,196,72,293
52,F,189,75,Active,1501,2589,2589,194,72,291
80,M,152,103,Active,1744,3008,3008,226,84,338
35,F,179,59,Sedentary,1396,1675,1675,126,47,188
50,F,194,120,Moderate,1942,3010,3010,226,84,339
42,M,194,56,Sedentary,1531,1837,1837,138,51,207
37,F,170,67,Very Active,1434,2725,2725,204,76,307
31,M,179,113,Very Active,2285,4342,4342,326,121,488
72,F,159,48,Light,1072,1474,1474,111,41,166
51,F,173,65,Moderate,1364,2114,2114,159,59,238
63,F,151,77,Light,1355,1863,1863,140,52,210
33,F,164,90,Very Active,1645,3126,3126,234,87,352
56,M,150,96,Light,1776,2442,2442,183,68,275
20,M,186,92,Moderate,2100,3255,3255,244,90,366
57,M,153,103,Active,1879,3241,3241,243,90,365
46,M,178,51,Sedentary,1365,1638,1638,123,46,184
75,F,158,50,Moderate,1075,1666,1666,125,46,187
43,M,153,105,Active,1985,3424,3424,257,95,385
69,F,157,97,Sedentary,1532,1838,1838,138,51,207
35,M,170,90,Active,1911,3296,3296,247,92,371
44,F,153,45,Sedentary,1147,1376,1376,103,38,155
24,M,159,79,Moderate,1774,2750,2750,206,76,309
21,M,171,112,Light,2290,3149,3149,236,87,354
73,M,173,110,Active,1978,3412,3412,256,95,384
65,F,164,50,Moderate,1137,1762,1762,132,49,198
55,F,195,65,Moderate,1415,2193,2193,164,61,247
39,F,150,62,Active,1317,2272,2272,170,63,256
57,F,181,107,Moderate,1751,2714,2714,204,75,305
22,M,150,51,Moderate,1367,2119,2119,159,59,238
32,M,190,53,Sedentary,1529,1835,1835,138,51,206
61,F,173,104,Light,1681,2311,2311,173,64,260
74,M,168,64,Very Active,1332,2531,2531,190,70,285
30,M,190,93,Active,2076,3581,3581,269,99,403
70,M,170,102,Active,1873,3231,3231,242,90,363
27,F,170,120,Very Active,1967,3737,3737,280,104,420
63,M,181,120,Light,2207,3035,3035,228,84,341
65,F,182,49,Sedentary,1183,1420,1420,106,39,160
70,F,200,78,Active,1485,2562,2562,192,71,288
21,M,174,108,Sedentary,2251,2701,2701,203,75,304
56,M,152,114,Light,2027,2787,2787,209,77,314
25,M,172,81,Light,1857,2553,2553,191,71,287
74,F,189,108,Very Active,1711,3251,3251,244,90,366
59,F,194,101,Very Active,1727,3281,3281,246,91,369
27,F,154,73,Moderate,1483,2299,2299,172,64,259
25,F,197,114,Moderate,2004,3106,3106,233,86,349
60,F,191,67,Light,1399,1924,1924,144,53,216
37,M,179,66,Sedentary,1622,1946,1946,146,54,219
39,M,186,48,Moderate,1403,2175,2175,163,60,245
74,M,161,66,Very Active,1325,2518,2518,189,70,283
64,M,154,48,Very Active,1107,2103,2103,158,58,237
34,M,190,87,Very Active,1973,3749,3749,281,104,422
45,M,188,74,Light,1726,2373,2373,178,66,267
39,F,184,84,Light,1626,2236,2236,168,62,252
52,M,170,52,Moderate,1306,2024,2024,152,56,228
46,F,188,88,Very Active,1645,3126,3126,234,87,352
70,M,155,90,Moderate,1641,2544,2544,191,71,286
69,M,199,78,Very Active,1697,3224,3224,242,90,363
63,M,196,59,Light,1462,2010,2010,151,56,226
27,M,166,63,Very Active,1576,2994,2994,225,83,337
55,M,169,91,Moderate,1806,2799,2799,210,78,315
76,M,198,97,Moderate,1907,2956,2956,222,82,333
31,M,154,108,Sedentary,2098,2518,2518,189,70,283
27,M,193,81,Light,1946,2676,2676,201,74,301
45,M,150,61,Light,1370,1884,1884,141,52,212
57,F,164,55,Sedentary,1217,1460,1460,110,41,164
58,F,171,50,Moderate,1189,1843,1843,138,51,207
32,M,165,56,Sedentary,1449,1739,1739,130,48,196
21,F,200,113,Moderate,2021,3133,3133,235,87,352
56,F,157,59,Sedentary,1237,1484,1484,111,41,167
39,M,197,101,Active,2165,3735,3735,280,104,420
46,F,185,52,Light,1302,1790,1790,134,50,201
56,M,153,54,Very Active,1228,2333,2333,175,65,262
19,F,168,66,Sedentary,1496,1795,1795,135,50,202
57,F,164,73,Sedentary,1384,1661,1661,125,46,187
70,F,175,116,Sedentary,1759,2111,2111,158,59,237
62,M,162,87,Active,1679,2896,2896,217,80,326
52,M,177,65,Light,1513,2080,2080,156,58,234
47,M,156,111,Active,2057,3548,3548,266,99,399
18,M,152,92,Active,1948,3360,3360,252,93,378
80,F,185,72,Moderate,1340,2077,2077,156,58,234
49,M,157,113,Moderate,2077,3219,3219,241,89,362
34,F,171,102,Light,1773,2438,2438,183,68,274
77,M,158,97,Active,1709,2948,2948,221,82,332
70,F,158,81,Sedentary,1383,1660,1660,124,46,187
62,F,195,115,Sedentary,1847,2216,2216,166,62,249
79,M,180,102,Active,1870,3226,3226,242,90,363
51,M,192,114,Light,2248,3091,3091,232,86,348
27,M,192,83,Very Active,1968,3739,3739,280,104,421
54,F,171,104,Light,1705,2344,2344,176,65,264
43,M,173,64,Moderate,1532,2375,2375,178,66,267
40,F,150,98,Light,1645,2262,2262,170,63,254
26,M,187,49,Very Active,1495,2840,2840,213,79,320
80,F,157,112,Moderate,1623,2516,2516,189,70,283
67,F,191,63,Moderate,1332,2065,2065,155,57,232
33,F,160,71,Moderate,1457,2258,2258,169,63,254
61,F,172,66,Very Active,1327,2521,2521,189,70,284
31,M,197,63,Active,1702,2936,2936,220,82,330
80,F,178,102,Active,1596,2753,2753,206,76,310
18,F,163,59,Light,1420,1952,1952,146,54,220
46,M,157,110,Sedentary,2054,2465,2465,185,68,277
73,M,173,45,Light,1107,1522,1522,114,42,171
78,F,151,58,Active,1114,1922,1922,144,53,216
38,M,181,71,Sedentary,1692,2030,2030,152,56,228
74,M,182,113,Light,2056,2827,2827,212,79,318
33,M,161,81,Moderate,1759,2726,2726,204,76,307
30,F,170,86,Light,1640,2255,2255,169,63,254
33,F,155,113,Light,1830,2516,2516,189,70,283
43,M,181,50,Active,1383,2386,2386,179,66,268
75,M,157,107,Active,1850,3191,3191,239,89,359
60,F,200,82,Active,1566,2701,2701,203,75,304
40,M,196,96,Active,2088,3602,3602,270,100,405
34,F,182,111,Active,1891,3262,3262,245,91,367
57,M,178,115,Very Active,2160,4104,4104,308,114,462
23,F,176,94,Active,1762,3039,3039,228,84,342
67,M,176,120,Very Active,2160,4104,4104,308,114,462
27,F,197,50,Light,1403,1929,1929,145,54,217
40,M,153,86,Sedentary,1748,2098,2098,157,58,236
31,M,158,75,Very Active,1675,3182,3182,239,88,358
76,F,200,101,Sedentary,1672,2006,2006,150,56,226
55,F,194,112,Sedentary,1846,2215,2215,166,62,249
51,F,173,94,Sedentary,1632,1958,1958,147,54,220
70,F,162,71,Moderate,1303,2020,2020,152,56,227
77,M,185,55,Moderate,1276,1978,1978,148,55,223
59,M,191,82,Sedentary,1769,2123,2123,159,59,239
45,M,197,68,Very Active,1689,3209,3209,241,89,361
34,F,194,80,Sedentary,1641,1969,1969,148,55,222
48,M,198,117,Light,2334,3209,3209,241,89,361
47,M,164,112,Moderate,2109,3269,3269,245,91,368
23,F,189,114,Moderate,1988,3081,3081,231,86,347
34,M,163,69,Light,1602,2203,2203,165,61,248
59,F,192,74,Very Active,1471,2795,2795,210,78,314
43,F,187,103,Moderate,1793,2779,2779,208,77,313
53,M,157,69,Moderate,1465,2271,2271,170,63,255
69,M,181,117,Sedentary,2133,2560,2560,192,71,288
69,M,155,79,Light,1499,2061,2061,155,57,232
74,M,188,59,Active,1361,2348,2348,176,65,264
44,M,161,102,Moderate,1978,3066,3066,230,85,345
74,M,196,63,Light,1453,1998,1998,150,56,225
63,F,177,64,Light,1315,1808,1808,136,50,203
50,F,195,77,Very Active,1547,2939,2939,220,82,331
63,M,155,75,Very Active,1479,2810,2810,211,78,316
21,M,159,80,Very Active,1804,3428,3428,257,95,386
33,M,187,82,Active,1897,3272,3272,245,91,368
63,F,157,61,Moderate,1225,1899,1899,142,53,214
45,M,166,94,Light,1889,2597,2597,195,72,292
31,F,177,105,Sedentary,1833,2200,2200,165,61,248
35,F,192,50,Light,1353,1860,1860,140,52,209
74,F,180,46,Light,1110,1526,1526,114,42,172
68,F,154,56,Very Active,1148,2181,2181,164,61,245
47,M,181,119,Very Active,2284,4340,4340,326,121,488
60,F,167,56,Sedentary,1223,1468,1468,110,41,165
19,M,162,75,Sedentary,1763,2116,2116,159,59,238
76,F,172,58,Light,1188,1634,1634,123,45,184
80,F,194,47,Sedentary,1137,1364,1364,102,38,153
37,F,178,59,Moderate,1384,2145,2145,161,60,241
69,F,191,98,Active,1647,2841,2841,213,79,320
57,F,165,61,Moderate,1276,1978,1978,148,55,223
67,F,167,105,Moderate,1646,2551,2551,191,71,287
46,M,153,69,Moderate,1486,2303,2303,173,64,259
